题目1: (82.0-81.0)×20.0=
题目3426: 34.0÷24.0=
题目3427: 50.0×45.0=
题目3428: (68.0-12.0)×90.0=
题目3429: 2.0×76.0=
题目3430: 52.0-25.0=
题目3431: 9.0×42.0=
题目3432: 95.0-91.0=
题目3433: 31.0×83.0=
题目3434: 31.0÷22.0=
题目3435: 78.0+96.0=
题目3436: 48.0-37.0=
题目3437: 55.0-71.0+21.0=
题目3438: 76.0×72.0+24.0=
题目3439: 66.0÷42.0÷86.0=
题目3440: 34.0×6.0=
题目3441: 74.0÷54.0+51.0=
题目3442: 2.0÷53.0÷87.0=
题目3443: 23.0+62.0÷33.0+12.0=
题目3444: 46.0×23.0=
题目3445: 62.0×54.0÷38.0=
题目3446: (71.0-28.0)×38.0=
题目3447: 49.0×78.0÷21.0=
题目3448: 53.0+86.0=
题目3449: 84.0÷10.0=
题目3450: 74.0×42.0=
题目3451: 54.0+85.0=
题目3452: 35.0×68.0+86.0=
题目3453: 60.0×4.0÷9.0=
题目3454: 45.0×86.0=
题目3455: 59.0×23.0÷13.0=
题目3456: 34.0×63.0=
题目3457: 62.0-27.0=
题目3458: 96.0÷69.0=
题目3459: 81.0-50.0+45.0=
题目3460: 37.0+20.0÷71.0×60.0=
题目3461: 80.0÷33.0=
题目3462: 21.0+76.0-25.0=
题目3463: 100.0-30.0+87.0=
题目3464: 99.0×80.0=
题目3465: 100.0+5.0=
题目3466: 71.0×70.0+73.0=
题目3467: (83.0-5.0)×14.0=
题目3468: 65.0÷22.0=
题目3469: 77.0×76.0×67.0=
题目3470: 71.0×31.0=
题目3471: 78.0÷48.0÷33.0=
题目3472: 90.0-18.0=
题目3473: 7.0+36.0+71.0=
题目3474: 1.0+95.0-87.0=
题目3475: 22.0×74.0=
题目3476: 47.0×56.0=
题目3477: (99.0-26.0)×25.0=
题目3478: 91.0÷50.0=
题目3479: 2.0×25.0=
题目3480: 2.0×57.0÷74.0=
题目3481: 99.0×61.0=
题目3482: (88.0-31.0)÷55.0=
题目3483: 83.0-64.0=
题目3484: 19.0+79.0=
题目3485: 46.0×79.0+64.0=
题目3486: 43.0÷93.0÷87.0=
题目3487: 57.0-6.0=
题目3488: 84.0-1.0=
题目3489: 68.0×92.0+71.0=
题目3490: 75.0×43.0×88.0=
题目3491: 69.0÷79.0=
题目3492: 99.0÷64.0=
题目3493: 86.0+58.0÷22.0×67.0=
题目3494: (68.0-9.0)÷1.0=
题目3495: 29.0+55.0=
题目3496: 46.0×86.0×94.0=
题目3497: 100.0×44.0=
题目3498: 8.0÷7.0=
题目3499: 35.0÷38.0+88.0=
题目3500: 100.0+81.0=
题目3501: 71.0×82.0=
题目3502: 53.0-52.0=
题目3503: 82.0+74.0+96.0=
题目3504: 4.0×83.0×21.0=
题目3505: 93.0+32.0×23.0=
题目3506: 12.0×90.0=
题目3507: 28.0+68.0÷80.0=
题目3508: 84.0+10.0÷25.0-27.0=
题目3509: 37.0÷79.0=
题目3510: 93.0+17.0+67.0=
题目3511: 82.0×46.0÷42.0=
题目3512: 56.0+100.0÷88.0=
题目3513: 99.0×15.0+41.0=
题目3514: 57.0+89.0=
题目3515: 41.0×96.0+97.0=
题目3516: 25.0×89.0=
题目3517: 15.0×66.0=
题目3518: 96.0+95.0-46.0=
题目3519: 54.0×13.0÷43.0=
题目3520: 69.0÷93.0=
题目3521: 84.0-29.0=
题目3522: 90.0+69.0×3.0+3.0=
题目3523: 34.0×82.0=
题目3524: 81.0+69.0-71.0=
题目3525: 34.0+14.0=
题目3526: (52.0-50.0)×45.0=
题目3527: 78.0÷10.0=
题目3528: 81.0×77.0+13.0=
题目3529: 29.0×33.0+50.0=
题目3530: 44.0+2.0÷61.0×17.0=
题目3531: 59.0÷82.0=
题目3532: (90.0-52.0)÷83.0=
题目3533: 23.0÷24.0=
题目3534: 2.0×86.0=
题目3535: 22.0+75.0-9.0=
题目3536: 58.0÷64.0=
题目3537: 4.0×83.0=
题目3538: 16.0+42.0=
题目3539: 34.0÷8.0+3.0=
题目3540: 17.0-1.0+79.0=
题目3541: 8.0÷59.0=
题目3542: 69.0÷50.0÷36.0=
题目3543: 52.0+41.0=
题目3544: 23.0×15.0+44.0=
题目3545: 95.0-16.0=
题目3546: (76.0-64.0)÷58.0=
题目3547: 56.0÷32.0=
题目3548: 49.0+35.0+93.0=
题目3549: 68.0-21.0=
题目3550: 70.0×13.0=
题目3551: 1.0×19.0=
题目3552: 57.0×41.0=
题目3553: 59.0-17.0=
题目3554: 76.0-51.0=
题目3555: 16.0÷97.0=
题目3556: 97.0×89.0÷60.0=
题目3557: 67.0-31.0=
题目3558: 99.0-61.0=
题目3559: 93.0×84.0+41.0=
题目3560: 85.0-75.0+75.0=
题目3561: 15.0+77.0+77.0=
题目3562: 57.0+10.0×44.0=
题目3563: (52.0-43.0)÷54.0=
题目3564: 42.0+34.0÷32.0=
题目3565: 43.0÷44.0÷99.0=
题目3566: 87.0-21.0=
题目3567: 26.0÷75.0=
题目3568: 80.0-42.0=
题目3569: 2.0÷64.0=
题目3570: 54.0+74.0+58.0=
题目3571: 62.0-24.0=
题目3572: 47.0÷3.0+54.0=
题目3573: 75.0+84.0=
题目3574: 29.0-1.0=
题目3575: 90.0+75.0÷70.0=
题目3576: 79.0×42.0×39.0=
题目3577: (64.0-37.0)×89.0=
题目3578: (95.0-27.0)×85.0=
题目3579: 75.0÷11.0=
题目3580: 29.0×85.0+18.0=
题目3581: 53.0+72.0=
题目3582: 6.0÷95.0=
题目3583: 23.0÷10.0=
题目3584: 21.0×99.0+22.0=
题目3585: 43.0÷62.0=
题目3586: 40.0×89.0=
题目3587: 79.0-59.0+38.0=
题目3588: 95.0×95.0=
题目3589: 73.0+29.0÷11.0=
题目3590: 24.0+23.0×15.0=
题目3591: 24.0÷66.0×29.0=
题目3592: 59.0×98.0+45.0=
题目3593: 57.0×35.0=
题目3594: 22.0×28.0+90.0=
题目3595: 83.0+55.0=
题目3596: 74.0-26.0=
题目3597: 65.0×79.0=
题目3598: 97.0-86.0-1.0=
题目3599: 86.0-38.0=
题目3600: 51.0÷77.0=
题目3601: 41.0-16.0=
题目3602: 44.0+75.0÷38.0=
题目3603: 13.0+90.0×88.0=
题目3604: 93.0÷10.0=
题目3605: 33.0+62.0×32.0=
题目3606: 46.0÷51.0+64.0=
题目3607: 41.0-17.0=
题目3608: 13.0+70.0=
题目3609: 77.0÷49.0=
题目3610: 99.0÷31.0=
题目3611: 13.0-3.0=
题目3612: 30.0+86.0×88.0=
题目3613: 58.0×60.0+42.0=
题目3614: 99.0×10.0×58.0=
题目3615: 56.0+37.0+75.0=
题目3616: 4.0+82.0=
题目3617: 85.0÷37.0=
题目3618: 59.0×57.0=
题目3619: 69.0-74.0+20.0=
题目3620: 93.0+72.0×51.0+80.0=
题目3621: (96.0-12.0)÷36.0=
题目3622: 63.0+40.0÷30.0+81.0=
题目3623: 81.0-43.0=
题目3624: 49.0×75.0=
题目3625: 90.0÷40.0÷20.0=
题目3626: 14.0÷89.0=
题目3627: 89.0+92.0=
题目3628: 34.0+73.0×91.0=
题目3629: 90.0-46.0=
题目3630: 99.0-46.0=
题目3631: 54.0÷81.0=
题目3632: 15.0+74.0+43.0=
题目3633: 41.0÷82.0÷30.0=
题目3634: 75.0×65.0+15.0=
题目3635: 62.0×89.0=
题目3636: 83.0+37.0-47.0+100.0=
题目3637: 12.0+42.0-35.0+31.0=
题目3638: 24.0+69.0=
题目3639: 2.0+74.0=
题目3640: 23.0-20.0+5.0=
题目3641: 54.0×4.0+94.0=
题目3642: (48.0-36.0)×89.0=
题目3643: 74.0÷34.0×11.0=
题目3644: 12.0+66.0=
题目3645: 68.0×25.0=
题目3646: 44.0÷90.0=
题目3647: 64.0+82.0÷51.0=
题目3648: 52.0×34.0=
题目3649: 3.0×36.0=
题目3650: 98.0+26.0=
题目3651: 95.0+50.0=
题目3652: 13.0×52.0+36.0=
题目3653: 74.0×2.0=
题目3654: 93.0-57.0=
题目3655: 20.0+9.0×41.0=
题目3656: 78.0+17.0÷58.0×92.0=
题目3657: (97.0-80.0)÷32.0=
题目3658: 77.0+73.0+77.0+54.0=
题目3659: 41.0÷14.0=
题目3660: 78.0÷96.0=
题目3661: 85.0-35.0=
题目3662: 24.0÷92.0=
题目3663: (98.0-75.0)÷77.0=
题目3664: 30.0×45.0=
题目3665: 31.0×87.0=
题目3666: 44.0+29.0+36.0=
题目3667: 45.0+5.0+68.0=
题目3668: 99.0+18.0×36.0=
题目3669: 75.0+3.0=
题目3670: 73.0-8.0=
题目3671: 51.0+27.0=
题目3672: 49.0-41.0=
题目3673: 12.0÷60.0=
题目3674: 85.0-2.0=
题目3675: 46.0×81.0÷79.0=
题目3676: (57.0-16.0)×53.0=
题目3677: 75.0÷87.0=
题目3678: 63.0-53.0=
题目3679: 43.0+61.0=
题目3680: 41.0×34.0=
题目3681: 23.0×20.0+87.0=
题目3682: 12.0÷88.0=
题目3683: (67.0-18.0)÷52.0=
题目3684: 51.0×29.0+9.0=
题目3685: 43.0+7.0=
题目3686: 37.0+34.0+52.0+90.0=
题目3687: 70.0-19.0=
题目3688: 54.0÷42.0×87.0=
题目3689: 87.0+35.0=
题目3690: 78.0÷66.0=
题目3691: 23.0+75.0=
题目3692: 36.0×86.0÷61.0=
题目3693: 67.0-11.0=
题目3694: 7.0×64.0=
题目3695: 53.0+48.0-71.0+67.0=
题目3696: 98.0+50.0÷32.0×3.0=
题目3697: (66.0-65.0)÷38.0=
题目3698: 47.0-10.0=
题目3699: 15.0×43.0=
题目3700: 25.0×65.0+27.0=
题目3701: 82.0+8.0÷81.0-20.0=
题目3702: 31.0×79.0=
题目3703: 76.0×47.0+98.0=
题目3704: 29.0+38.0+10.0=
题目3705: 68.0×10.0=
题目3706: 98.0÷31.0=
题目3707: 56.0-35.0=
题目3708: 76.0×42.0=
题目3709: 54.0-21.0=
题目3710: 80.0+79.0=
题目3711: 76.0÷66.0+47.0=
题目3712: 17.0×21.0=
题目3713: 63.0÷65.0×61.0=
题目3714: (84.0-84.0)÷48.0=
题目3715: 61.0+78.0×5.0=
题目3716: 19.0+80.0=
题目3717: 4.0+55.0÷54.0=
题目3718: 47.0+68.0=
题目3719: 81.0×43.0=
题目3720: 61.0×20.0=
题目3721: 36.0×85.0+84.0=
题目3722: 38.0×92.0÷19.0=
题目3723: 29.0×94.0=
题目3724: 45.0+40.0÷1.0-48.0=
题目3725: 46.0×32.0=
题目3726: 80.0+57.0+16.0=
题目3727: 54.0÷8.0=
题目3728: 25.0×74.0=
题目3729: 24.0+2.0+64.0=
题目3730: 44.0+75.0+66.0=
题目3731: 31.0+56.0=
题目3732: 72.0÷1.0×37.0=
题目3733: 85.0+96.0=
题目3734: 25.0+21.0+41.0=
题目3735: 3.0÷70.0=
题目3736: 66.0×85.0+82.0=
题目3737: 64.0-9.0=
题目3738: 43.0-21.0+61.0=
题目3739: 15.0÷14.0÷38.0=
题目3740: 57.0÷59.0=
题目3741: 56.0×89.0+78.0=
题目3742: 19.0+66.0=
题目3743: 52.0×38.0=
题目3744: 70.0+12.0÷40.0=
题目3745: 60.0+26.0÷43.0=
题目3746: 1.0×90.0+59.0=
题目3747: 63.0×43.0=
题目3748: 52.0÷79.0÷14.0=
题目3749: 31.0÷79.0=
题目3750: 30.0+80.0+39.0+87.0=
题目3751: 14.0÷98.0×15.0=
题目3752: 74.0+98.0+7.0+29.0=
题目3753: 87.0-26.0=
题目3754: 57.0-31.0=
题目3755: 29.0×79.0=
题目3756: 97.0÷76.0×81.0=
题目3757: 53.0×51.0+94.0=
题目3758: 84.0+1.0-38.0=
题目3759: 97.0-66.0=
题目3760: 56.0+94.0-19.0=
题目3761: 20.0+83.0=
题目3762: 71.0+61.0=
题目3763: 89.0+37.0=
题目3764: 94.0×5.0=
题目3765: 92.0×17.0×84.0=
题目3766: 27.0÷64.0=
题目3767: 9.0×46.0=
题目3768: 71.0÷23.0÷73.0=
题目3769: (70.0-58.0)×42.0=
题目3770: (90.0-57.0)×18.0=
题目3771: 57.0-6.0-40.0=
题目3772: 18.0×15.0=
题目3773: 54.0×59.0×63.0=
题目3774: 85.0÷6.0=
题目3775: 58.0×5.0×36.0=
题目3776: 54.0-35.0=
题目3777: 70.0÷14.0÷28.0=
题目3778: 84.0+57.0÷70.0+39.0=
题目3779: 49.0÷68.0×82.0=
题目3780: 92.0-29.0+51.0=
题目3781: 60.0+24.0÷85.0-31.0=
题目3782: 60.0+93.0-73.0+45.0=
题目3783: 29.0+100.0=
题目3784: 43.0×33.0×5.0=
题目3785: 51.0-11.0=
题目3786: 73.0÷24.0×29.0=
题目3787: 26.0+48.0÷71.0=
题目3788: 73.0×45.0×68.0=
题目3789: 70.0-25.0=
题目3790: 5.0÷54.0+13.0=
题目3791: 65.0-61.0=
题目3792: 62.0-29.0=
题目3793: 33.0+23.0=
题目3794: 25.0+72.0÷92.0=
题目3795: 83.0-22.0-8.0=
题目3796: 36.0+25.0=
题目3797: 25.0+97.0=
题目3798: 14.0÷71.0=
题目3799: 68.0+61.0+43.0=
题目3800: (35.0-5.0)÷81.0=
题目3801: 56.0÷37.0=
题目3802: 13.0÷70.0÷3.0=
题目3803: 33.0÷75.0=
题目3804: 12.0+64.0×32.0=
题目3805: (72.0-65.0)×61.0=
题目3806: 76.0×19.0+9.0=
题目3807: 15.0-70.0+64.0=
题目3808: (66.0-6.0)×66.0=
题目3809: 34.0×45.0×29.0=
题目3810: 33.0÷56.0×26.0=
题目3811: (92.0-69.0)÷74.0=
题目3812: 92.0÷76.0=
题目3813: 38.0×75.0=
题目3814: 32.0+80.0=
题目3815: 5.0÷6.0×31.0=
题目3816: 29.0÷86.0=
题目3817: 14.0÷33.0=
题目3818: (86.0-39.0)×6.0=
题目3819: 93.0+1.0=
题目3820: 75.0÷32.0=
题目3821: 9.0-3.0=
题目3822: 54.0-89.0+62.0=
题目3823: 36.0-28.0=
题目3824: 48.0×23.0=
题目3825: 89.0-7.0=
题目3826: 98.0+30.0=
题目3827: 59.0÷33.0÷19.0=
题目3828: 90.0-20.0=
题目3829: 92.0+70.0÷98.0=
题目3830: 93.0×96.0÷88.0=
题目3831: 49.0×39.0+91.0=
题目3832: (60.0-3.0)×86.0=
题目3833: 80.0×16.0=
题目3834: 78.0+21.0×98.0=
题目3835: 47.0+69.0-75.0=
题目3836: 7.0÷19.0=
题目3837: 4.0×58.0=
题目3838: 70.0+95.0+9.0=
题目3839: 49.0+19.0=
题目3840: 3.0+3.0×16.0=
题目3841: 92.0+90.0÷18.0=
题目3842: 79.0÷87.0=
题目3843: 48.0+13.0+15.0=
题目3844: 83.0+69.0×81.0+14.0=
题目3845: 35.0-25.0=
题目3846: 63.0-61.0=
题目3847: 67.0×82.0=
题目3848: 76.0-16.0=
题目3849: 12.0+3.0=
题目3850: 12.0×100.0=
题目3851: 46.0+66.0=
题目3852: 63.0-53.0=
题目3853: 45.0+60.0-20.0+63.0=
题目3854: 6.0÷4.0+95.0=
题目3855: 55.0×14.0=
题目3856: 46.0+92.0×54.0=
题目3857: 41.0+59.0-17.0=
题目3858: 29.0÷47.0÷81.0=
题目3859: 1.0+53.0-18.0=
题目3860: (68.0-5.0)×8.0=
题目3861: (84.0-65.0)÷60.0=
题目3862: 96.0+9.0=
题目3863: 29.0×52.0=
题目3864: 83.0+69.0-100.0=
题目3865: 91.0+2.0=
题目3866: 45.0×16.0=
题目3867: (97.0-51.0)×63.0=
题目3868: 68.0+9.0=
题目3869: 83.0×2.0=
题目3870: 84.0÷68.0÷62.0=
题目3871: 6.0+6.0=
题目3872: 96.0-22.0=
题目3873: 36.0+11.0+100.0=
题目3874: 62.0÷76.0=
题目3875: 64.0-34.0=
题目3876: (98.0-73.0)×82.0=
题目3877: 14.0+4.0×24.0=
题目3878: (57.0-46.0)÷68.0=
题目3879: 38.0+22.0=
题目3880: 50.0+25.0=
题目3881: 63.0÷57.0=
题目3882: 52.0-52.0+36.0=
题目3883: 26.0×18.0+95.0=
题目3884: 45.0×24.0×33.0=
题目3885: 95.0+85.0=
题目3886: (95.0-21.0)÷69.0=
题目3887: 99.0×20.0=
题目3888: 76.0+13.0=
题目3889: 81.0+30.0=
题目3890: 2.0-1.0=
题目3891: 91.0-86.0=
题目3892: 96.0×1.0=
题目3893: 78.0÷13.0=
题目3894: 98.0×38.0+68.0=
题目3895: 69.0-46.0=
题目3896: 15.0÷13.0=
题目3897: 92.0-27.0=
题目3898: 5.0×11.0=
题目3899: 84.0+97.0=
题目3900: 88.0÷56.0=
题目3901: 88.0+50.0÷83.0=
题目3902: (15.0-11.0)÷67.0=
题目3903: 83.0÷21.0=
题目3904: 64.0×37.0+6.0=
题目3905: 84.0-38.0+67.0=
题目3906: 11.0×51.0÷22.0=
题目3907: 48.0÷81.0+56.0=
题目3908: 28.0÷36.0+55.0=
题目3909: 46.0×3.0=
题目3910: 6.0+67.0×28.0=
题目3911: 69.0-6.0=
题目3912: 70.0÷38.0=
题目3913: 53.0÷29.0÷21.0=
题目3914: 69.0×76.0=
题目3915: 71.0×74.0+40.0=
题目3916: 80.0÷27.0=
题目3917: (86.0-29.0)×5.0=
题目3918: 25.0+49.0=
题目3919: 57.0×98.0=
题目3920: 95.0+21.0=
题目3921: 29.0-14.0+91.0=
题目3922: 76.0÷64.0=
题目3923: 93.0-24.0-47.0=
题目3924: 59.0÷46.0+15.0=
题目3925: 83.0+64.0=
题目3926: 82.0-68.0=
题目3927: 34.0÷82.0=
题目3928: 48.0-30.0=
题目3929: 20.0÷5.0=
题目3930: 80.0-10.0+21.0=
题目3931: 59.0÷61.0=
题目3932: (61.0-61.0)×73.0=
题目3933: 19.0+6.0÷8.0=
题目3934: 2.0×60.0=
题目3935: 27.0×17.0×36.0=
题目3936: 27.0×85.0+15.0=
题目3937: 19.0÷52.0=
题目3938: 69.0+76.0÷19.0=
题目3939: 11.0+66.0+43.0=
题目3940: (79.0-19.0)×94.0=
题目3941: 38.0+66.0=
题目3942: 17.0+98.0=
题目3943: 49.0×27.0×31.0=
题目3944: 73.0+89.0÷8.0=
题目3945: 96.0×77.0=
题目3946: 25.0+20.0=
题目3947: 5.0+84.0=
题目3948: 17.0÷26.0=
题目3949: 53.0×29.0÷39.0=
题目3950: 5.0+80.0=
题目3951: (30.0-7.0)×13.0=
题目3952: 62.0×77.0+77.0=
题目3953: 79.0×54.0÷87.0=
题目3954: 68.0+91.0=
题目3955: 53.0+57.0=
题目3956: 54.0+58.0-5.0=
题目3957: 83.0-75.0=
题目3958: 20.0÷67.0×48.0=
题目3959: 69.0×64.0=
题目3960: 33.0×11.0×5.0=
题目3961: 73.0÷55.0+19.0=
题目3962: 67.0+94.0÷52.0+91.0=
题目3963: 42.0×99.0=
题目3964: 40.0+87.0÷83.0=
题目3965: 96.0×100.0+53.0=
题目3966: (44.0-32.0)×21.0=
题目3967: 7.0+65.0-20.0=
题目3968: 20.0×48.0=
题目3969: 95.0×81.0=
题目3970: 87.0×3.0÷67.0=
题目3971: 12.0×30.0+95.0=
题目3972: 99.0×19.0=
题目3973: 81.0×18.0=
题目3974: 47.0-3.0=
题目3975: 21.0×75.0÷59.0=
题目3976: 78.0-65.0=
题目3977: (89.0-77.0)×27.0=
题目3978: 4.0+56.0÷67.0×42.0=
题目3979: 40.0÷61.0=
题目3980: 43.0÷73.0÷54.0=
题目3981: 86.0-13.0=
题目3982: (19.0-1.0)÷75.0=
题目3983: 46.0÷92.0=
题目3984: 47.0÷71.0=
题目3985: 61.0÷29.0=
题目3986: 1.0+59.0=
题目3987: 74.0÷66.0=
题目3988: 20.0×60.0=
题目3989: 23.0+38.0×8.0=
题目3990: 97.0-89.0=
题目3991: 72.0÷41.0=
题目3992: 49.0-64.0+83.0=
题目3993: 15.0÷9.0+58.0=
题目3994: 81.0×92.0+44.0=
题目3995: 84.0+98.0÷1.0-57.0=
题目3996: 90.0-11.0=
题目3997: 43.0×97.0×39.0=
题目3998: 61.0+84.0÷23.0+72.0=
题目3999: 38.0+35.0=
题目4000: 47.0÷51.0+52.0=
题目4001: 64.0+50.0=
题目4002: 92.0×50.0=
题目4003: 5.0-2.0=
题目4004: 66.0+62.0+21.0=
题目4005: 94.0+39.0=
题目4006: (76.0-44.0)×22.0=
题目4007: 79.0×65.0×63.0=
题目4008: 29.0÷10.0=
题目4009: 63.0+14.0+36.0=
题目4010: 29.0×50.0+39.0=
题目4011: 15.0+6.0÷8.0=
题目4012: 76.0÷53.0÷45.0=
题目4013: 87.0÷17.0+35.0=
题目4014: 67.0+73.0-4.0=
题目4015: 56.0÷15.0×3.0=
题目4016: (61.0-30.0)÷17.0=
题目4017: (61.0-24.0)×15.0=
题目4018: 91.0×14.0×41.0=
题目4019: 73.0×86.0+83.0=
题目4020: 98.0-98.0=
题目4021: 27.0×11.0=
题目4022: 28.0+80.0-29.0+31.0=
题目4023: (90.0-53.0)×33.0=
题目4024: 84.0+82.0=
题目4025: 91.0÷11.0÷17.0=
题目4026: 15.0÷25.0=
题目4027: 61.0+40.0-72.0+95.0=
题目4028: 25.0÷80.0÷81.0=
题目4029: 64.0÷54.0=
题目4030: 81.0-33.0=
题目4031: 43.0×99.0+61.0=
题目4032: 80.0+61.0=
题目4033: 73.0×88.0=
题目4034: 22.0+68.0×27.0=
题目4035: 38.0×70.0=
题目4036: 39.0+57.0=
题目4037: 24.0×85.0×32.0=
题目4038: 12.0+4.0÷82.0=
题目4039: 58.0-28.0=
题目4040: (99.0-54.0)÷32.0=
题目4041: 39.0÷13.0=
题目4042: 90.0÷50.0÷74.0=
题目4043: 30.0+96.0÷84.0×10.0=
题目4044: 67.0÷19.0=
题目4045: 57.0-44.0=
题目4046: 38.0÷13.0+69.0=
题目4047: 85.0+7.0×82.0=
题目4048: 24.0×92.0÷17.0=
题目4049: 25.0-2.0=
题目4050: 48.0+39.0-29.0=
题目4051: 61.0÷66.0+98.0=
题目4052: 30.0÷99.0+19.0=
题目4053: 22.0×42.0+48.0=
题目4054: 78.0-3.0=
题目4055: 24.0÷65.0=
题目4056: 49.0÷92.0=
题目4057: 48.0+33.0=
题目4058: 94.0×90.0×73.0=
题目4059: 78.0+53.0-57.0=
题目4060: 21.0÷33.0=
题目4061: 85.0×74.0×83.0=
题目4062: (60.0-12.0)÷73.0=
题目4063: 10.0÷70.0=
题目4064: 13.0+72.0×87.0=
题目4065: 74.0+53.0÷35.0=
题目4066: 26.0÷59.0+92.0=
题目4067: 39.0+20.0=
题目4068: 36.0×78.0=
题目4069: 8.0×12.0=
题目4070: 32.0+41.0=
题目4071: 68.0-42.0=
题目4072: (56.0-43.0)×31.0=
题目4073: 38.0×19.0=
题目4074: 53.0×42.0×57.0=
题目4075: 45.0÷27.0×80.0=
题目4076: 46.0×94.0×1.0=
题目4077: 62.0×2.0+3.0=
题目4078: 67.0×13.0×13.0=
题目4079: 27.0×31.0=
题目4080: 4.0×38.0=
题目4081: 6.0÷77.0×58.0=
题目4082: 91.0-9.0=
题目4083: 22.0÷3.0=
题目4084: 78.0-70.0=
题目4085: (70.0-54.0)÷79.0=
题目4086: 2.0+85.0+39.0=
题目4087: 38.0÷78.0=
题目4088: 33.0+62.0-13.0=
题目4089: 84.0×57.0=
题目4090: 88.0+45.0+76.0+36.0=
题目4091: 19.0-55.0+78.0=
题目4092: 27.0+81.0×69.0=
题目4093: 73.0÷74.0=
题目4094: 20.0÷67.0=
题目4095: 31.0÷85.0=
题目4096: 100.0×49.0=
题目4097: 94.0×1.0=
题目4098: 38.0-14.0=
题目4099: 6.0×65.0=
题目4100: 100.0+92.0×43.0+6.0=
题目4101: 5.0÷70.0=
题目4102: 82.0÷70.0=
题目4103: 59.0-22.0=
题目4104: 99.0÷2.0=
题目4105: 6.0+96.0×79.0=
题目4106: 29.0÷78.0=
题目4107: 2.0+5.0÷97.0+90.0=
题目4108: 41.0+100.0-27.0=
题目4109: 83.0÷84.0=
题目4110: 92.0-45.0=
题目4111: 88.0-44.0=
题目4112: 37.0÷79.0=
题目4113: 70.0+23.0÷10.0+63.0=
题目4114: 22.0+13.0-20.0=
题目4115: 37.0÷74.0=
题目4116: (99.0-32.0)×76.0=
题目4117: 95.0÷66.0+4.0=
题目4118: 28.0÷47.0×25.0=
题目4119: 9.0×72.0÷57.0=
题目4120: 47.0÷23.0=
题目4121: 20.0÷85.0=
题目4122: 71.0÷90.0=
题目4123: 2.0×99.0+74.0=
题目4124: 69.0÷32.0=
题目4125: 28.0-24.0=
题目4126: 28.0+100.0-53.0=
题目4127: 26.0-21.0=
题目4128: 48.0+77.0÷6.0=
题目4129: 65.0-49.0=
题目4130: 63.0×58.0=
题目4131: 70.0×39.0÷57.0=
题目4132: 54.0+4.0=
题目4133: 47.0÷20.0=
题目4134: 98.0+31.0-59.0=
题目4135: 33.0÷18.0×95.0=
题目4136: 74.0×18.0=
题目4137: (96.0-1.0)×40.0=
题目4138: 20.0+71.0=
题目4139: 75.0×43.0=
题目4140: 62.0×59.0=
题目4141: 90.0÷80.0=
题目4142: 95.0×23.0=
题目4143: 94.0-51.0=
题目4144: 84.0+83.0=
题目4145: 22.0×12.0+30.0=
题目4146: 43.0+71.0-16.0=
题目4147: 83.0-36.0-26.0=
题目4148: 81.0÷43.0=
题目4149: 59.0×84.0=
题目4150: 86.0+84.0+92.0=
题目4151: 16.0÷41.0=
题目4152: 4.0÷9.0÷7.0=
题目4153: 88.0×53.0+62.0=
题目4154: 57.0+72.0=
题目4155: 79.0+83.0=
题目4156: 41.0×96.0÷94.0=
题目4157: 88.0+98.0÷98.0+93.0=
题目4158: 34.0-10.0=
题目4159: 36.0×55.0=
题目4160: 31.0-24.0=
题目4161: 53.0+21.0=
题目4162: 2.0÷21.0÷9.0=
题目4163: 21.0÷73.0÷84.0=
题目4164: 7.0×20.0=
题目4165: 74.0+34.0=
题目4166: 10.0÷79.0=
题目4167: 43.0×87.0=
题目4168: 38.0+37.0=
题目4169: 77.0+1.0÷12.0=
题目4170: 34.0×71.0=
题目4171: 38.0-23.0=
题目4172: 5.0+9.0=
题目4173: 93.0×13.0=
题目4174: 9.0+21.0=
题目4175: 36.0-69.0+37.0=
题目4176: 7.0+10.0÷88.0=
题目4177: 79.0+61.0×30.0=
题目4178: 97.0-35.0=
题目4179: 39.0÷78.0=
题目4180: 69.0+85.0-10.0+78.0=
题目4181: 67.0+98.0=
题目4182: 14.0×54.0×30.0=
题目4183: 75.0÷1.0×85.0=
题目4184: 49.0×13.0+61.0=
题目4185: 78.0÷93.0+32.0=
题目4186: 43.0+77.0=
题目4187: 92.0×6.0=
题目4188: 27.0+44.0=
题目4189: 51.0×8.0=
题目4190: 97.0×77.0×87.0=
题目4191: 85.0-2.0=
题目4192: 89.0×70.0=
题目4193: 69.0÷62.0+84.0=
题目4194: 56.0÷84.0+79.0=
题目4195: 98.0+74.0÷62.0-64.0=
题目4196: 95.0÷8.0=
题目4197: 83.0×71.0+5.0=
题目4198: 82.0×76.0÷78.0=
题目4199: 68.0+79.0÷23.0+1.0=
题目4200: 56.0+70.0÷59.0=
题目4201: 36.0+52.0+26.0=
题目4202: 60.0÷85.0+40.0=
题目4203: 72.0÷23.0=
题目4204: 51.0÷88.0=
题目4205: 40.0÷12.0=
题目4206: 64.0÷28.0=
题目4207: 99.0+50.0=
题目4208: 57.0÷100.0=
题目4209: 56.0+50.0=
题目4210: 73.0-7.0=
题目4211: 65.0-39.0=
题目4212: 13.0×40.0+38.0=
题目4213: 77.0÷13.0+18.0=
题目4214: 86.0×21.0÷41.0=
题目4215: 27.0×16.0+27.0=
题目4216: 18.0+21.0×34.0+95.0=
题目4217: 91.0-67.0=
题目4218: 95.0×31.0×32.0=
题目4219: 92.0÷22.0×56.0=
题目4220: 40.0-38.0=
